country,date,people_fully_vaccinated_per_hundred
Africa,2021-02-03,0.0
Africa,2021-02-04,0.0
Africa,2021-02-05,0.0
Africa,2021-02-06,0.0
Africa,2021-02-08,0.0
Africa,2021-02-09,0.0
Africa,2021-02-10,0.0
Africa,2021-02-11,0.0
Africa,2021-02-12,0.0
Africa,2021-02-13,0.0
Africa,2021-02-15,0.0
Africa,2021-02-16,0.0
Africa,2021-02-17,0.0
Africa,2021-02-18,0.0
Africa,2021-02-19,0.0
Africa,2021-02-20,0.0
Africa,2021-02-21,0.0
Africa,2021-02-22,0.01
Africa,2021-02-23,0.01
Africa,2021-02-24,0.01
Africa,2021-02-25,0.01
Africa,2021-02-26,0.01
Africa,2021-02-27,0.02
Africa,2021-02-28,0.02
Africa,2021-03-01,0.02
Africa,2021-03-02,0.03
Africa,2021-03-03,0.03
Africa,2021-03-04,0.04
Africa,2021-03-05,0.05
Africa,2021-03-06,0.05
Africa,2021-03-07,0.05
Africa,2021-03-08,0.06
Africa,2021-03-09,0.06
Africa,2021-03-10,0.08
Africa,2021-03-11,0.08
Africa,2021-03-12,0.1
Africa,2021-03-13,0.12
Africa,2021-03-14,0.12
Africa,2021-03-15,0.14
Africa,2021-03-16,0.16
Africa,2021-03-17,0.17
Africa,2021-03-18,0.17
Africa,2021-03-19,0.19
Africa,2021-03-20,0.2
Africa,2021-03-21,0.2
Africa,2021-03-22,0.2
Africa,2021-03-23,0.21
Africa,2021-03-24,0.23
Africa,2021-03-25,0.25
Africa,2021-03-26,0.26
Africa,2021-03-27,0.27
Africa,2021-03-28,0.27
Africa,2021-03-29,0.28
Africa,2021-03-30,0.29
Africa,2021-03-31,0.3
Africa,2021-04-01,0.31
Africa,2021-04-02,0.31
Africa,2021-04-03,0.32
Africa,2021-04-04,0.32
Africa,2021-04-05,0.32
Africa,2021-04-06,0.32
Africa,2021-04-07,0.33
Africa,2021-04-08,0.33
Africa,2021-04-09,0.33
Africa,2021-04-10,0.34
Africa,2021-04-11,0.34
Africa,2021-04-12,0.34
Africa,2021-04-13,0.34
Africa,2021-04-14,0.34
Africa,2021-04-15,0.34
Africa,2021-04-16,0.34
Africa,2021-04-17,0.34
Africa,2021-04-18,0.35
Africa,2021-04-19,0.35
Africa,2021-04-20,0.35
Africa,2021-04-21,0.35
Africa,2021-04-22,0.35
Africa,2021-04-23,0.35
Africa,2021-04-24,0.35
Africa,2021-04-25,0.35
Africa,2021-04-26,0.35
Africa,2021-04-27,0.36
Africa,2021-04-28,0.36
Africa,2021-04-29,0.36
Africa,2021-04-30,0.36
Africa,2021-05-01,0.37
Africa,2021-05-02,0.37
Africa,2021-05-03,0.37
Africa,2021-05-04,0.38
Africa,2021-05-05,0.38
Africa,2021-05-06,0.38
Africa,2021-05-07,0.39
Africa,2021-05-08,0.39
Africa,2021-05-09,0.41
Africa,2021-05-10,0.41
Africa,2021-05-11,0.42
Africa,2021-05-12,0.43
Africa,2021-05-13,0.43
Africa,2021-05-14,0.44
Africa,2021-05-15,0.44
Africa,2021-05-16,0.44
Africa,2021-05-17,0.45
Africa,2021-05-18,0.46
Africa,2021-05-19,0.47
Africa,2021-05-20,0.48
Africa,2021-05-21,0.49
Africa,2021-05-22,0.5
Africa,2021-05-23,0.5
Africa,2021-05-24,0.51
Africa,2021-05-25,0.52
Africa,2021-05-26,0.53
Africa,2021-05-27,0.53
Africa,2021-05-28,0.54
Africa,2021-05-29,0.54
Africa,2021-05-30,0.54
Africa,2021-05-31,0.63
Africa,2021-06-01,0.65
Africa,2021-06-02,0.66
Africa,2021-06-03,0.67
Africa,2021-06-04,0.68
Africa,2021-06-05,0.68
Africa,2021-06-06,0.7
Africa,2021-06-07,0.72
Africa,2021-06-08,0.76
Africa,2021-06-09,0.8
Africa,2021-06-10,0.82
Africa,2021-06-11,0.84
Africa,2021-06-12,0.85
Africa,2021-06-13,0.85
Africa,2021-06-14,0.88
Africa,2021-06-15,0.94
Africa,2021-06-16,0.95
Africa,2021-06-17,0.97
Africa,2021-06-18,0.98
Africa,2021-06-19,0.99
Africa,2021-06-20,1.0
Africa,2021-06-21,1.03
Africa,2021-06-22,1.03
Africa,2021-06-23,1.05
Africa,2021-06-24,1.09
Africa,2021-06-25,1.1
Africa,2021-06-26,1.11
Africa,2021-06-27,1.12
Africa,2021-06-28,1.15
Africa,2021-06-29,1.15
Africa,2021-06-30,1.17
Africa,2021-07-01,1.18
Africa,2021-07-02,1.18
Africa,2021-07-03,1.18
Africa,2021-07-04,1.19
Africa,2021-07-05,1.22
Argentina,2021-01-20,0.01
Argentina,2021-01-21,0.04
Argentina,2021-01-22,0.06
Argentina,2021-01-23,0.06
Argentina,2021-01-24,0.07
Argentina,2021-01-25,0.07
Argentina,2021-01-26,0.09
Argentina,2021-01-27,0.1
Argentina,2021-01-28,0.11
Argentina,2021-01-29,0.15
Argentina,2021-01-30,0.19
Argentina,2021-02-01,0.21
Argentina,2021-02-03,0.25
Argentina,2021-02-04,0.32
Argentina,2021-02-06,0.36
Argentina,2021-02-07,0.4
Argentina,2021-02-08,0.42
Argentina,2021-02-09,0.42
Argentina,2021-02-10,0.44
Argentina,2021-02-11,0.47
Argentina,2021-02-12,0.49
Argentina,2021-02-13,0.52
Argentina,2021-02-14,0.53
Argentina,2021-02-15,0.53
Argentina,2021-02-16,0.53
Argentina,2021-02-17,0.53
Argentina,2021-02-18,0.54
Argentina,2021-02-19,0.56
Argentina,2021-02-20,0.58
Argentina,2021-02-21,0.58
Argentina,2021-02-22,0.58
Argentina,2021-02-23,0.59
Argentina,2021-02-24,0.59
Argentina,2021-02-25,0.6
Argentina,2021-02-26,0.63
Argentina,2021-02-27,0.64
Argentina,2021-02-28,0.65
Argentina,2021-03-01,0.65
Argentina,2021-03-02,0.67
Argentina,2021-03-03,0.68
Argentina,2021-03-04,0.69
Argentina,2021-03-05,0.72
Argentina,2021-03-07,0.76
Argentina,2021-03-08,0.76
Argentina,2021-03-09,0.77
Argentina,2021-03-10,0.77
Argentina,2021-03-11,0.78
Argentina,2021-03-12,0.84
Argentina,2021-03-13,0.93
Argentina,2021-03-14,0.99
Argentina,2021-03-15,1.0
Argentina,2021-03-16,1.06
Argentina,2021-03-17,1.1
Argentina,2021-03-18,1.14
Argentina,2021-03-19,1.23
Argentina,2021-03-20,1.31
Argentina,2021-03-21,1.34
Argentina,2021-03-22,1.34
Argentina,2021-03-23,1.38
Argentina,2021-03-24,1.4
Argentina,2021-03-25,1.41
Argentina,2021-03-26,1.44
Argentina,2021-03-27,1.46
Argentina,2021-03-28,1.47
Argentina,2021-03-29,1.47
Argentina,2021-03-30,1.48
Argentina,2021-03-31,1.5
Argentina,2021-04-01,1.51
Argentina,2021-04-02,1.51
Argentina,2021-04-03,1.51
Argentina,2021-04-04,1.51
Argentina,2021-04-05,1.51
Argentina,2021-04-06,1.53
Argentina,2021-04-07,1.55
Argentina,2021-04-08,1.56
Argentina,2021-04-09,1.57
Argentina,2021-04-10,1.6
Argentina,2021-04-11,1.61
Argentina,2021-04-12,1.61
Argentina,2021-04-13,1.63
Argentina,2021-04-14,1.68
Argentina,2021-04-15,1.71
Argentina,2021-04-16,1.74
Argentina,2021-04-17,1.76
Argentina,2021-04-18,1.77
Argentina,2021-04-19,1.77
Argentina,2021-04-20,1.8
Argentina,2021-04-21,1.83
Argentina,2021-04-22,1.86
Argentina,2021-04-23,1.89
Argentina,2021-04-24,1.92
Argentina,2021-04-25,1.93
Argentina,2021-04-26,1.93
Argentina,2021-04-27,1.95
Argentina,2021-04-28,1.96
Argentina,2021-04-29,2.01
Argentina,2021-04-30,2.08
Argentina,2021-05-01,2.14
Argentina,2021-05-02,2.15
Argentina,2021-05-03,2.19
Argentina,2021-05-04,2.32
Argentina,2021-05-05,2.5
Argentina,2021-05-06,2.64
Argentina,2021-05-07,2.8
Argentina,2021-05-08,2.97
Argentina,2021-05-09,3.08
Argentina,2021-05-10,3.11
Argentina,2021-05-11,3.2
Argentina,2021-05-12,3.36
Argentina,2021-05-13,3.61
Argentina,2021-05-14,3.87
Argentina,2021-05-15,4.14
Argentina,2021-05-16,4.21
Argentina,2021-05-17,4.32
Argentina,2021-05-18,4.54
Argentina,2021-05-19,4.66
Argentina,2021-05-20,4.76
Argentina,2021-05-21,4.93
Argentina,2021-05-22,5.13
Argentina,2021-05-23,5.23
Argentina,2021-05-24,5.34
Argentina,2021-05-25,5.39
Argentina,2021-05-26,5.43
Argentina,2021-05-27,5.57
Argentina,2021-05-28,5.74
Argentina,2021-05-29,5.97
Argentina,2021-05-30,6.1
Argentina,2021-05-31,6.15
Argentina,2021-06-01,6.26
Argentina,2021-06-02,6.36
Argentina,2021-06-03,6.46
Argentina,2021-06-04,6.54
Argentina,2021-06-05,6.63
Argentina,2021-06-06,6.68
Argentina,2021-06-07,6.74
Argentina,2021-06-08,6.83
Argentina,2021-06-09,6.91
Argentina,2021-06-10,6.97
Argentina,2021-06-11,7.02
Argentina,2021-06-12,7.13
Argentina,2021-06-13,7.29
Argentina,2021-06-14,7.39
Argentina,2021-06-15,7.57
Argentina,2021-06-16,7.72
Argentina,2021-06-17,7.88
Argentina,2021-06-18,8.02
Argentina,2021-06-19,8.11
Argentina,2021-06-20,8.16
Argentina,2021-06-21,8.17
Argentina,2021-06-22,8.23
Argentina,2021-06-23,8.32
Argentina,2021-06-24,8.39
Argentina,2021-06-25,8.48
Argentina,2021-06-26,8.59
Argentina,2021-06-27,8.67
Argentina,2021-06-28,8.76
Argentina,2021-06-29,8.83
Argentina,2021-06-30,8.94
Argentina,2021-07-01,9.04
Argentina,2021-07-02,9.3
Argentina,2021-07-03,9.52
Argentina,2021-07-04,9.7
Argentina,2021-07-05,9.81
Asia,2021-01-04,0.0
Asia,2021-01-05,0.0
Asia,2021-01-06,0.0
Asia,2021-01-07,0.0
Asia,2021-01-08,0.0
Asia,2021-01-09,0.0
Asia,2021-01-10,0.01
Asia,2021-01-11,0.01
Asia,2021-01-12,0.01
Asia,2021-01-13,0.01
Asia,2021-01-14,0.01
Asia,2021-01-15,0.01
Asia,2021-01-16,0.01
Asia,2021-01-17,0.01
Asia,2021-01-18,0.02
Asia,2021-01-19,0.02
Asia,2021-01-20,0.02
Asia,2021-01-21,0.02
Asia,2021-01-22,0.03
Asia,2021-01-23,0.03
Asia,2021-01-24,0.03
Asia,2021-01-25,0.03
Asia,2021-01-26,0.04
Asia,2021-01-27,0.04
Asia,2021-01-28,0.04
Asia,2021-01-29,0.04
Asia,2021-01-30,0.04
Asia,2021-01-31,0.05
Asia,2021-02-01,0.05
Asia,2021-02-02,0.05
Asia,2021-02-03,0.05
Asia,2021-02-04,0.05
Asia,2021-02-05,0.05
Asia,2021-02-06,0.05
Asia,2021-02-07,0.05
Asia,2021-02-08,0.06
Asia,2021-02-09,0.06
Asia,2021-02-10,0.06
Asia,2021-02-11,0.07
Asia,2021-02-12,0.07
Asia,2021-02-13,0.08
Asia,2021-02-14,0.08
Asia,2021-02-15,0.09
Asia,2021-02-16,0.1
Asia,2021-02-17,0.1
Asia,2021-02-18,0.11
Asia,2021-02-19,0.12
Asia,2021-02-20,0.13
Asia,2021-02-21,0.13
Asia,2021-02-22,0.14
Asia,2021-02-23,0.19
Asia,2021-02-24,0.2
Asia,2021-02-25,0.21
Asia,2021-02-26,0.22
Asia,2021-02-27,0.23
Asia,2021-02-28,0.24
Asia,2021-03-01,0.24
Asia,2021-03-02,0.25
Asia,2021-03-03,0.26
Asia,2021-03-04,0.27
Asia,2021-03-05,0.28
Asia,2021-03-06,0.29
Asia,2021-03-07,0.3
Asia,2021-03-08,0.31
Asia,2021-03-09,0.32
Asia,2021-03-10,0.33
Asia,2021-03-11,0.34
Asia,2021-03-12,0.35
Asia,2021-03-13,0.36
Asia,2021-03-14,0.37
Asia,2021-03-15,0.39
Asia,2021-03-16,0.41
Asia,2021-03-17,0.43
Asia,2021-03-18,0.45
Asia,2021-03-19,0.47
Asia,2021-03-20,0.48
Asia,2021-03-21,0.48
Asia,2021-03-22,0.5
Asia,2021-03-23,0.52
Asia,2021-03-24,0.54
Asia,2021-03-25,0.55
Asia,2021-03-26,0.57
Asia,2021-03-27,0.57
Asia,2021-03-28,0.58
Asia,2021-03-29,0.58
Asia,2021-03-30,0.59
Asia,2021-03-31,0.61
Asia,2021-04-01,0.64
Asia,2021-04-02,0.65
Asia,2021-04-03,0.66
Asia,2021-04-04,0.67
Asia,2021-04-05,0.68
Asia,2021-04-06,0.7
Asia,2021-04-07,0.72
Asia,2021-04-08,0.74
Asia,2021-04-09,0.75
Asia,2021-04-10,0.78
Asia,2021-04-11,0.79
Asia,2021-04-12,0.81
Asia,2021-04-13,0.83
Asia,2021-04-14,0.85
Asia,2021-04-15,0.87
Asia,2021-04-16,0.89
Asia,2021-04-17,0.91
Asia,2021-04-18,0.94
Asia,2021-04-19,0.97
Asia,2021-04-20,1.01
Asia,2021-04-21,1.03
Asia,2021-04-22,1.08
Asia,2021-04-23,1.09
Asia,2021-04-24,1.1
Asia,2021-04-25,1.15
Asia,2021-04-26,1.19
Asia,2021-04-27,1.24
Asia,2021-04-28,1.28
Asia,2021-04-29,1.33
Asia,2021-04-30,1.37
Asia,2021-05-01,1.39
Asia,2021-05-02,1.4
Asia,2021-05-03,1.43
Asia,2021-05-04,1.48
Asia,2021-05-05,1.52
Asia,2021-05-06,1.57
Asia,2021-05-07,1.62
Asia,2021-05-08,1.66
Asia,2021-05-09,1.67
Asia,2021-05-10,1.73
Asia,2021-05-11,1.8
Asia,2021-05-12,1.83
Asia,2021-05-13,1.87
Asia,2021-05-14,1.9
Asia,2021-05-15,1.92
Asia,2021-05-16,1.93
Asia,2021-05-17,1.95
Asia,2021-05-18,1.99
Asia,2021-05-19,2.01
Asia,2021-05-20,2.04
Asia,2021-05-21,2.07
Asia,2021-05-22,2.09
Asia,2021-05-23,2.1
Asia,2021-05-24,2.13
Asia,2021-05-25,2.15
Asia,2021-05-26,2.17
Asia,2021-05-27,2.19
Asia,2021-05-28,2.21
Asia,2021-05-29,2.22
Asia,2021-05-30,2.24
Asia,2021-05-31,2.27
Asia,2021-06-01,2.3
Asia,2021-06-02,2.32
Asia,2021-06-03,2.35
Asia,2021-06-04,2.37
Asia,2021-06-05,2.4
Asia,2021-06-06,2.41
Asia,2021-06-07,2.43
Asia,2021-06-08,2.47
Asia,2021-06-09,2.5
Asia,2021-06-10,7.34
Asia,2021-06-11,7.37
Asia,2021-06-12,7.4
Asia,2021-06-13,7.43
Asia,2021-06-14,7.47
Asia,2021-06-15,7.52
Asia,2021-06-16,7.56
Asia,2021-06-17,7.6
Asia,2021-06-18,7.64
Asia,2021-06-19,7.67
Asia,2021-06-20,7.7
Asia,2021-06-21,7.75
Asia,2021-06-22,7.79
Asia,2021-06-23,7.83
Asia,2021-06-24,7.87
Asia,2021-06-25,7.92
Asia,2021-06-26,7.97
Asia,2021-06-27,8.04
Asia,2021-06-28,8.09
Asia,2021-06-29,8.17
Asia,2021-06-30,8.21
Asia,2021-07-01,8.27
Asia,2021-07-02,8.31
Asia,2021-07-03,8.42
Asia,2021-07-04,8.46
Asia,2021-07-05,8.57
Austria,2021-01-16,0.0
Austria,2021-01-17,0.0
Austria,2021-01-18,0.01
Austria,2021-01-19,0.03
Austria,2021-01-20,0.04
Austria,2021-01-21,0.05
Austria,2021-01-22,0.05
Austria,2021-01-23,0.05
Austria,2021-01-24,0.05
Austria,2021-01-25,0.05
Austria,2021-01-26,0.06
Austria,2021-01-27,0.07
Austria,2021-01-28,0.1
Austria,2021-01-29,0.21
Austria,2021-01-30,0.23
Austria,2021-01-31,0.25
Austria,2021-02-01,0.28
Austria,2021-02-02,0.44
Austria,2021-02-03,0.61
Austria,2021-02-04,0.81
Austria,2021-02-05,1.0
Austria,2021-02-06,1.07
Austria,2021-02-07,1.12
Austria,2021-02-08,1.2
Austria,2021-02-09,1.39
Austria,2021-02-10,1.59
Austria,2021-02-11,1.81
Austria,2021-02-12,2.01
Austria,2021-02-13,2.07
Austria,2021-02-14,2.09
Austria,2021-02-15,2.12
Austria,2021-02-16,2.21
Austria,2021-02-17,2.32
Austria,2021-02-18,2.41
Austria,2021-02-19,2.5
Austria,2021-02-20,2.52
Austria,2021-02-21,2.52
Austria,2021-02-22,2.54
Austria,2021-02-23,2.59
Austria,2021-02-24,2.63
Austria,2021-02-25,2.67
Austria,2021-02-26,2.73
Austria,2021-02-27,2.75
Austria,2021-02-28,2.75
Austria,2021-03-01,2.76
Austria,2021-03-02,2.79
Austria,2021-03-03,2.82
Austria,2021-03-04,2.85
Austria,2021-03-05,2.88
Austria,2021-03-06,2.91
Austria,2021-03-07,2.92
Austria,2021-03-08,2.93
Austria,2021-03-09,2.97
Austria,2021-03-10,3.02
Austria,2021-03-11,3.08
Austria,2021-03-12,3.14
Austria,2021-03-13,3.21
Austria,2021-03-14,3.25
Austria,2021-03-15,3.28
Austria,2021-03-16,3.35
Austria,2021-03-17,3.44
Austria,2021-03-18,3.53
Austria,2021-03-19,3.63
Austria,2021-03-20,3.74
Austria,2021-03-21,3.78
Austria,2021-03-22,3.81
Austria,2021-03-23,3.99
Austria,2021-03-24,4.19
Austria,2021-03-25,4.38
Austria,2021-03-26,4.59
Austria,2021-03-27,4.75
Austria,2021-03-28,4.8
Austria,2021-03-29,4.86
Austria,2021-03-30,5.0
Austria,2021-03-31,5.14
Austria,2021-04-01,5.36
Austria,2021-04-02,5.57
Austria,2021-04-03,5.67
Austria,2021-04-04,5.69
Austria,2021-04-05,5.74
Austria,2021-04-06,5.88
Austria,2021-04-07,6.06
Austria,2021-04-08,6.34
Austria,2021-04-09,6.71
Austria,2021-04-10,7.03
Austria,2021-04-11,7.21
Austria,2021-04-12,7.29
Austria,2021-04-13,7.42
Austria,2021-04-14,7.57
Austria,2021-04-15,7.78
Austria,2021-04-16,7.99
Austria,2021-04-17,8.23
Austria,2021-04-18,8.27
Austria,2021-04-19,8.34
Austria,2021-04-20,8.48
Austria,2021-04-21,8.6
Austria,2021-04-22,8.72
Austria,2021-04-23,8.84
Austria,2021-04-24,8.91
Austria,2021-04-25,8.93
Austria,2021-04-26,8.97
Austria,2021-04-27,9.09
Austria,2021-04-28,9.25
Austria,2021-04-29,9.42
Austria,2021-04-30,9.57
Austria,2021-05-01,9.66
Austria,2021-05-02,9.68
Austria,2021-05-03,9.82
Austria,2021-05-04,10.06
Austria,2021-05-05,10.26
Austria,2021-05-06,10.49
Austria,2021-05-07,10.75
Austria,2021-05-08,10.96
Austria,2021-05-09,11.03
Austria,2021-05-10,11.16
Austria,2021-05-11,11.36
Austria,2021-05-12,11.62
Austria,2021-05-13,11.72
Austria,2021-05-14,11.99
Austria,2021-05-15,12.17
Austria,2021-05-16,12.25
Austria,2021-05-17,12.46
Austria,2021-05-18,12.77
Austria,2021-05-19,13.14
Austria,2021-05-20,13.54
Austria,2021-05-21,14.0
Austria,2021-05-22,14.22
Austria,2021-05-23,14.35
Austria,2021-05-24,14.49
Austria,2021-05-25,14.7
Austria,2021-05-26,15.2
Austria,2021-05-27,15.73
Austria,2021-05-28,16.35
Austria,2021-05-29,16.77
Austria,2021-05-30,17.04
Austria,2021-05-31,17.31
Austria,2021-06-01,17.76
Austria,2021-06-02,18.56
Austria,2021-06-03,18.99
Austria,2021-06-04,19.54
Austria,2021-06-05,19.87
Austria,2021-06-06,20.19
Austria,2021-06-07,20.58
Austria,2021-06-08,21.08
Austria,2021-06-09,21.74
Austria,2021-06-10,22.55
Austria,2021-06-11,23.43
Austria,2021-06-12,23.9
Austria,2021-06-13,24.12
Austria,2021-06-14,24.47
Austria,2021-06-15,24.93
Austria,2021-06-16,25.74
Austria,2021-06-17,26.57
Austria,2021-06-18,27.4
Austria,2021-06-19,27.8
Austria,2021-06-20,27.99
Austria,2021-06-21,28.35
Austria,2021-06-22,28.99
Austria,2021-06-23,29.85
Austria,2021-06-24,30.72
Austria,2021-06-25,31.7
Austria,2021-06-26,32.26
Austria,2021-06-27,32.47
Austria,2021-06-28,32.88
Austria,2021-06-29,33.59
Austria,2021-06-30,34.51
Austria,2021-07-01,35.5
Austria,2021-07-02,36.47
Austria,2021-07-03,37.02
Austria,2021-07-04,37.3
Austria,2021-07-05,37.64
Bahrain,2021-03-06,11.72
Bahrain,2021-03-07,11.84
Bahrain,2021-03-08,11.91
Bahrain,2021-03-09,11.98
Bahrain,2021-03-10,12.11
Bahrain,2021-03-11,12.24
Bahrain,2021-03-12,12.35
Bahrain,2021-03-13,12.47
Bahrain,2021-03-14,12.59
Bahrain,2021-03-15,12.74
Bahrain,2021-03-16,12.89
Bahrain,2021-03-17,13.08
Bahrain,2021-03-18,13.37
Bahrain,2021-03-19,13.54
Bahrain,2021-03-20,13.68
Bahrain,2021-03-21,13.86
Bahrain,2021-03-22,14.04
Bahrain,2021-03-23,14.14
Bahrain,2021-03-24,14.23
Bahrain,2021-03-25,14.34
Bahrain,2021-03-26,14.43
Bahrain,2021-03-27,14.45
Bahrain,2021-03-28,14.58
Bahrain,2021-03-29,14.72
Bahrain,2021-03-30,14.87
Bahrain,2021-03-31,15.01
Bahrain,2021-04-01,15.14
Bahrain,2021-04-02,15.25
Bahrain,2021-04-03,15.9
Bahrain,2021-04-04,16.86
Bahrain,2021-04-05,17.77
Bahrain,2021-04-06,18.59
Bahrain,2021-04-07,19.59
Bahrain,2021-04-08,20.5
Bahrain,2021-04-09,21.27
Bahrain,2021-04-10,22.14
Bahrain,2021-04-11,23.0
Bahrain,2021-04-12,23.81
Bahrain,2021-04-13,24.44
Bahrain,2021-04-14,25.31
Bahrain,2021-04-15,26.2
Bahrain,2021-04-16,26.81
Bahrain,2021-04-17,27.23
Bahrain,2021-04-18,27.91
Bahrain,2021-04-19,28.47
Bahrain,2021-04-20,28.88
Bahrain,2021-04-21,29.38
Bahrain,2021-04-22,29.8
Bahrain,2021-04-23,29.97
Bahrain,2021-04-24,30.35
Bahrain,2021-04-25,30.6
Bahrain,2021-04-26,30.86
Bahrain,2021-04-27,31.14
Bahrain,2021-04-28,31.42
Bahrain,2021-04-29,31.67
Bahrain,2021-04-30,31.84
Bahrain,2021-05-01,31.99
Bahrain,2021-05-02,32.15
Bahrain,2021-05-03,32.36
Bahrain,2021-05-04,32.58
Bahrain,2021-05-05,32.82
Bahrain,2021-05-06,33.05
Bahrain,2021-05-07,33.27
Bahrain,2021-05-08,33.52
Bahrain,2021-05-09,34.01
Bahrain,2021-05-10,34.6
Bahrain,2021-05-11,35.4
Bahrain,2021-05-12,36.01
Bahrain,2021-05-13,36.27
Bahrain,2021-05-14,36.51
Bahrain,2021-05-15,36.81
Bahrain,2021-05-16,37.27
Bahrain,2021-05-17,37.74
Bahrain,2021-05-18,38.28
Bahrain,2021-05-19,38.67
Bahrain,2021-05-20,38.99
Bahrain,2021-05-21,39.56
Bahrain,2021-05-22,40.15
Bahrain,2021-05-23,41.1
Bahrain,2021-05-24,42.12
Bahrain,2021-05-25,43.06
Bahrain,2021-05-26,43.85
Bahrain,2021-05-27,44.57
Bahrain,2021-05-28,45.05
Bahrain,2021-05-29,45.43
Bahrain,2021-05-30,45.98
Bahrain,2021-05-31,46.49
Bahrain,2021-06-01,46.92
Bahrain,2021-06-02,47.36
Bahrain,2021-06-03,47.52
Bahrain,2021-06-04,47.72
Bahrain,2021-06-05,47.91
Bahrain,2021-06-06,48.4
Bahrain,2021-06-07,48.89
Bahrain,2021-06-08,49.35
Bahrain,2021-06-09,49.69
Bahrain,2021-06-10,50.08
Bahrain,2021-06-11,50.3
Bahrain,2021-06-12,50.55
Bahrain,2021-06-13,50.83
Bahrain,2021-06-14,51.07
Bahrain,2021-06-15,51.28
Bahrain,2021-06-16,51.49
Bahrain,2021-06-17,51.73
Bahrain,2021-06-18,52.04
Bahrain,2021-06-19,52.36
Bahrain,2021-06-20,52.86
Bahrain,2021-06-21,53.51
Bahrain,2021-06-22,54.15
Bahrain,2021-06-23,54.69
Bahrain,2021-06-24,55.48
Bahrain,2021-06-25,56.39
Bahrain,2021-06-26,56.92
Bahrain,2021-06-27,57.31
Bahrain,2021-06-28,57.54
Bahrain,2021-06-29,57.78
Bahrain,2021-06-30,58.01
Bahrain,2021-07-01,58.25
Bahrain,2021-07-02,58.41
Bahrain,2021-07-03,58.56
Bahrain,2021-07-04,58.8
Bahrain,2021-07-05,59.07
Belgium,2020-12-29,0.0
Belgium,2020-12-30,0.0
Belgium,2020-12-31,0.0
Belgium,2021-01-01,0.0
Belgium,2021-01-02,0.0
Belgium,2021-01-03,0.0
Belgium,2021-01-04,0.0
Belgium,2021-01-05,0.0
Belgium,2021-01-06,0.0
Belgium,2021-01-07,0.0
Belgium,2021-01-08,0.0
Belgium,2021-01-09,0.0
Belgium,2021-01-10,0.0
Belgium,2021-01-11,0.0
Belgium,2021-01-12,0.0
Belgium,2021-01-13,0.0
Belgium,2021-01-14,0.0
Belgium,2021-01-15,0.0
Belgium,2021-01-16,0.0
Belgium,2021-01-17,0.0
Belgium,2021-01-18,0.0
Belgium,2021-01-19,0.01
Belgium,2021-01-20,0.01
Belgium,2021-01-21,0.01
Belgium,2021-01-22,0.01
Belgium,2021-01-23,0.01
Belgium,2021-01-24,0.01
Belgium,2021-01-25,0.01
Belgium,2021-01-26,0.03
Belgium,2021-01-27,0.06
Belgium,2021-01-28,0.12
Belgium,2021-01-29,0.2
Belgium,2021-01-30,0.23
Belgium,2021-01-31,0.23
Belgium,2021-02-01,0.26
Belgium,2021-02-02,0.39
Belgium,2021-02-03,0.56
Belgium,2021-02-04,0.77
Belgium,2021-02-05,0.97
Belgium,2021-02-06,1.02
Belgium,2021-02-07,1.04
Belgium,2021-02-08,1.11
Belgium,2021-02-09,1.28
Belgium,2021-02-10,1.45
Belgium,2021-02-11,1.69
Belgium,2021-02-12,1.93
Belgium,2021-02-13,2.0
Belgium,2021-02-14,2.02
Belgium,2021-02-15,2.12
Belgium,2021-02-16,2.21
Belgium,2021-02-17,2.32
Belgium,2021-02-18,2.47
Belgium,2021-02-19,2.58
Belgium,2021-02-20,2.6
Belgium,2021-02-21,2.6
Belgium,2021-02-22,2.63
Belgium,2021-02-23,2.7
Belgium,2021-02-24,2.77
Belgium,2021-02-25,2.85
Belgium,2021-02-26,2.91
Belgium,2021-02-27,2.91
Belgium,2021-02-28,2.92
Belgium,2021-03-01,2.94
Belgium,2021-03-02,3.0
Belgium,2021-03-03,3.05
Belgium,2021-03-04,3.13
Belgium,2021-03-05,3.18
Belgium,2021-03-06,3.19
Belgium,2021-03-07,3.19
Belgium,2021-03-08,3.21
Belgium,2021-03-09,3.27
Belgium,2021-03-10,3.35
Belgium,2021-03-11,3.44
Belgium,2021-03-12,3.56
Belgium,2021-03-13,3.57
Belgium,2021-03-14,3.59
Belgium,2021-03-15,3.63
Belgium,2021-03-16,3.66
Belgium,2021-03-17,3.74
Belgium,2021-03-18,3.88
Belgium,2021-03-19,4.05
Belgium,2021-03-20,4.06
Belgium,2021-03-21,4.06
Belgium,2021-03-22,4.11
Belgium,2021-03-23,4.16
Belgium,2021-03-24,4.25
Belgium,2021-03-25,4.42
Belgium,2021-03-26,4.59
Belgium,2021-03-27,4.62
Belgium,2021-03-28,4.63
Belgium,2021-03-29,4.68
Belgium,2021-03-30,4.72
Belgium,2021-03-31,4.82
Belgium,2021-04-01,5.04
Belgium,2021-04-02,5.2
Belgium,2021-04-03,5.21
Belgium,2021-04-04,5.21
Belgium,2021-04-05,5.23
Belgium,2021-04-06,5.31
Belgium,2021-04-07,5.4
Belgium,2021-04-08,5.54
Belgium,2021-04-09,5.68
Belgium,2021-04-10,5.71
Belgium,2021-04-11,5.72
Belgium,2021-04-12,5.79
Belgium,2021-04-13,5.87
Belgium,2021-04-14,6.08
